n_authors,Session,Order,abstract_number,category,article-title,surname1,given-names1,aff1,abstract,fn-group,surname2,given-names2,aff2,surname3,given-names3,aff3,surname4,given-names4,aff4,surname5,given-names5,aff5,surname6,given-names6,aff6,surname7,given-names7,aff7,surname8,given-names8,aff8,surname9,given-names9,aff9,surname10,given-names10,aff10,surname11,given-names11,aff11,surname12,given-names12,aff12,surname13,given-names13,aff13,surname14,given-names14,aff14,surname15,given-names15,aff15,surname16,given-names16,aff16,surname17,given-names17,aff17
5,10,21,54,"Contributed Poster","Detecting spaceflight associated neuro-ocular syndrome (SANS) using light-weight convolutional neural networks",Kamran,"Sharif Amit","Human-Machine Perception Laboratory, Department of Computer Science and Engineering, University of Nevada, Reno, Nevada, United States","Spaceflight-associated neuro-ocular syndrome (SANS) is a collection of neuro-ophthalmic findings that occurs in astronauts as a result of prolonged microgravity exposure in space. Due to limited resources on board long-term spaceflight missions, early disease diagnosis and prognosis of SANS become unviable. Moreover, the current retinal imaging techniques onboard the international space station (ISS), such as optical coherence tomography (OCT), ultrasound imaging, and fundus photography, require an expert to distinguish between SANS and similar ophthalmic diseases. With the advent of Deep Learning, diagnosing diseases (such as diabetic retinopathy) from structural retinal images are being automated. In this study, we propose a lightweight convolutional neural network incorporating an EfficientNet encoder for detecting SANS from OCT images. We used 6303 OCT B-scan images for training/validation (80%/20% split) and 945 for testing. Our model achieved 84.2% accuracy on the test set, i.e., 85.6% specificity, and 82.8% sensitivity. Moreover, it outperforms two other state-of-the-art pre-trained architectures, ResNet50-v2 and MobileNet-v2, by 21.4% and 13.1%. Additionally, we use GRAD-CAM to visualize activation maps of intermediate layers to test the interpretability of our model's prediction. The proposed architecture enables fast and efficient prediction of SANS-like conditions for future long-term spaceflight mission in which computational and clinical resources are limited.","NASA Grant [80NSSC20K183]: A Non-intrusive Ocular Monitoring Framework to Model Ocular Structure and Functional Changes due to Long-term Spaceflight.",Hossain,"Khondker Fariha","Human-Machine Perception Laboratory, Department of Computer Science and Engineering, University of Nevada, Reno, Reno, Nevada, United States","Ong, MD.",Joshua,"Michigan Medicine, University of Michigan, Ann Arbor, Michigan, United States","Lee, MD.","Andrew G.","Center for Space Medicine, Baylor College of Medicine, Houston, Texas, United States; Department of Ophthalmology, Blanton Eye Institute, Houston Methodist Hospital, Houston, Texas, United States; The Houston Methodist Research Institute, Houston Methodist Hospital, Houston, Texas, United States; Departments of Ophthalmology, Neurology, and Neurosurgery, Weill Cornell Medicine, New York, New York, United States; Department of Ophthalmology, University of Texas Medical Branch, Galveston, Texas, United States; University of Texas MD Anderson Cancer Center, Houston, Texas, United States; Texas A&M College of Medicine, Texas, United States; Department of Ophthalmology, The University of Iowa Hospitals and Clinics, Iowa City, Iowa, United States","Tavakkoli, PhD.",Alireza,"Human-Machine Perception Laboratory, Department of Computer Science and Engineering, University of Nevada, Reno, Reno, Nevada, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,22,55,"Contributed Poster","Development and validation of a virtual reality based toolkit to assess functional vision in  Ultra Low Vision ",Kartha,Arathy,"Johns Hopkins University"," Ultra-Low Vision (ULV) refers to a level of vision that is ≦ 20/1600. There are a growing number of vision restoration treatments that recruit people with ULV or restore vision to the ULV level. At present, limited standardized outcome measures are available to assess visual potential before and after such vision restoration treatments. The ULV toolkit was developed as a standardized outcome measure for people with ULV. Three virtual reality (VR) based modules were developed to assess visual information gathering, hand-eye coordination and wayfinding in people with ULV. Each module consisted of a range of visually guided tasks related to activities of daily life (e.g., direction of motion of cars, flipping a light switch, boarding a train). Each correct/incorrect response was scored as ‘1’/ ‘0’. These raw scores were then analyzed to estimate item difficulty (item measure) and person ability (person measure). Item measures showed a wide range of difficulty levels that can be used to evaluate visual performance in people with ULV. Person measures were correlated with estimated logMAR visual acuity as well as completion rates, number of collisions and reaction times. This study bridges a big gap in the field of ULV where little is known about visual potential and usefulness in activities of daily life. VR provides portability and consistency for testing across participants with ULV thereby allowing for standardization of measurements across vision restoration studies.","NEI R01EY028452 (GD), K99EY033031(AK), Research to Prevent Blindness",Sadeghi,Roksana,"Johns Hopkins University",Swanson,Thom,BaltiVirtual,Gee,Will,BaltiVirtual,Dagnelie,Gislin,"Johns Hopkins University",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,23,56,"Contributed Poster","A direct measure of adaptation and visual salience","Kuppuswamy Parthasarathy",Mohana,"University of Nevada, Reno","One hypothesized function of adaptation is to increase the salience of novel targets by discounting the properties of the ambient environment. Previous studies have suggested this by finding faster search times for novel targets when searching on backgrounds observers are currently adapted to. However, this provides only an indirect measure of salience. Here, we developed a more direct measure of the impact of adaptation on feature salience. Backgrounds were oriented 1/f noise images with power confined within 15 deg of horizontal or vertical. Targets were 5 c/deg Gabor patches centered on the 8 deg backgrounds. Observers simultaneously adapted to the horizontal or vertical backgrounds shown on the left or right of fixation. A 250ms test probe then showed the Gabor patch on the same background (horizontal or vertical) on both sides. The target orientation was adjusted on one side until it appeared as conspicuous as a fixed target on the other side. Settings were made for fixed targets ranging from 10 to 45 deg from the backgrounds. For most conditions/observers, the salience matches required a smaller orientation offset on the same- vs. different-adapt background. These results support a functional role of adaptation in highlighting novelty by potentially “unmasking” the target from its background, and emphasize the importance of considering adaptation aftereffects not only for isolated targets but within the stimulus contexts they are embedded in.",CA-237827,"Lee Corsini",Kassandra,"University of Nevada, Reno","K Abbey",Craig,"University of California, Santa Barbara","A. Webster",Michael,"University of Nevada, Reno",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,24,57,"Contributed Poster","Learned rapid adaptation to environmental color changes generalize to a large range of colors",Li,Yanjun,"University of Minnesota","When the environment changes color, vision adapts, and the world gradually appears less tinted. For repeated color changes, vision may learn to adapt faster to maintain accurate perception. We previously reported that wearing red glasses repeatedly caused the world to appear less and less reddish when the glasses were first put on, as measured by the appearance of unique yellow. Here, we tested the appearance of a larger range of colors. 13 observers wore red glasses for 5hr/day for 5 days. Observers were tested with pairs of 1.5 deg filled color circles, centered within a 6deg black square on a background image. 13 colors were chosen from LAB space comprising unique and intermediate hues at two contrast levels, and one gray. Observers rated the difference between each possible color pair on a scale of 0 to 9. Observers performed the task before and immediately after putting the glasses on, and after 25, 50 and 75 min of wear. Wearing red glasses caused all colors to appear reddish and be rated as relatively similar. As observers adapted, colors gradually regained more normal appearance, and the similarity between color pairs decreased. Critically, over days, color pairs appeared more dissimilar immediately after putting on the glasses (p<1e-6). Multi-dimensional scaling analysis of the similarity data revealed a uniform expansion of color space across days. Thus, observers learned to immediately adjust their perception of many colors with repeated experience. ",NSF-1558308,Tregillus,Katherine,"University of Minnesota",Engel,"Stephen ","University of Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,25,58,"Contributed Poster","Spatial-frequency-selective enhancement of visual sensitivity from saccade dynamics",Li,"Yuanhao H.","University of Rochester","Eye movements transform a spatial scene into luminance modulations on the retina. Recent work has shown that this transformation is highly structured: within human temporal sensitivity, saccades deliver power that increases in proportion to spatial frequency (SF) up to a critical frequency and remains constant beyond that. Importantly, the critical SF increases with decreasing amplitude. Therefore, at sufficiently low SFs, larger saccades effectively deliver stronger input signals to the retina. Here we tested whether this input reformatting has the predicted perceptual consequences, by examining how large and small saccades (6o & 1o) affect contrast sensitivity. We measured relative sensitivity at two SFs: a reference (0.5 cpd), equal to the critical SF for the small saccade, and a probe at either a lower or higher SF (0.1/2.5 cpd). We predicted that large saccades enhance visibility only when the probe has a lower SF than the reference. Subjects (N=7) made instructed saccades while presented with a plaid of overlapping orthogonal gratings at the two SFs and reported which grating was more visible. Results closely follow theoretical predictions: psychometric functions following small and large saccades only differed with the lower SF probe, in which case the larger saccade significantly enhanced visibility. In sum, saccades enable selectivity not only in the spatial domain, but also in the spatial-frequency domain.","This work was supported by Meta Reality Labs and National Institutes of Health grants EY018363 (MR) and EY07977 (JV).",Cox,"Michele A.","University of Rochester",Intoy,Janis,"University of Rochester",Victor,Jonathan,"Feil Family Brain and Mind Research Institute, Weill Cornell Medical College",Yang,Bin,"University of Rochester",Zhao,Zhetuo,"University of Rochester",Rucci,Michele,"University of Rochester",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,26,59,"Contributed Poster","A unifying framework for perceptual decision-making",Lin,Ying,"University of Rochester","Perceptual decision making (PDM) has been studied using two approaches. Threshold measurement is predominant used in psychophysics, while reaction times (RT) with associated models have been used to estimate components of PDM (i.e., drift rate). To test if these two approaches reflect overlapping mechanisms, we conducted 3 experiments: a motion, a static orientation, and a dynamic orientation task. DT is the shortest stimulus presentation time sufficient to make accurate perceptual decisions. RTs and choices were fitted by a drift diffusion model (DDM). We expected a close relationship between DTs and drift rates, allowing us to accurately predict DTs from RT. In the motion task, we found a close relation between the empirical DTs and the DTs predicted by the DDM. Surprisingly, in the static task, there was little correlation between the two; DTs, improved monotonically with higher contrast, but drift rates saturated at 6%. We hypothesize that this mismatch is due to the information being available immediately in the static task, without needing to accumulate new evidence. Thus, we developed a novel dynamic orientation task that mimics the dynamic nature of the motion task and found a similar relation between DTs and drift rates. In summary, we show a close link between DTs and drift rate for the two dynamic tasks. This result supports the conceptualization of drift rate as a proxy for perceptual sensitivity but only for task where new information becomes available over time.",None,Chen,Zhen,"University of Rochester",Reynoso,Jose,"The City College of New York ",Haefner,Ralf,"University of Rochester",Tadin,Duje,"University of Rochester",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,27,60,"Contributed Poster","Bayesian inference and adaptation in neural responses",Manalansan,Jake,"University of Nevada Reno","Many of the perceptual changes induced by adaptation can be captured in a Bayesian framework, in which adaptation renormalizes neural responses to weak or strong stimuli, consistent with correcting the likelihood to match the prior (Emery and Webster VSS 2020). We explored what this model implies about Bayesian estimation at the level of an individual neuron or channel. The prior corresponds to what the neuron expects to see, but the adaptation causes responses to match what it expects. If the decoder does not “know” the neuron’s adaptation state (Series et al 2009), these adjustments effectively flatten priors for dimensions the neuron adapts to, preserving expectations only for information that it does not adapt to, such as how signals deviate from the predicted value.  Bayesian-like estimates of these deviations can be computed within the neuron because the shape of the prior is instantiated in the neuron’s contrast response function (CRF). For example, for a Gaussian prior the corresponding CRF is a cumulative Gaussian. Steeper CRFs bias responses more toward the mean. The biases approximate but do not equal the Bayesian posterior. If, like adaptation, the decoding does not account for this approximation, then the interpreted stimulus value is distorted relative to the Bayes estimate. This may underlie the distortions evident in some perceptual dimensions, such as nonlinearities in perceived contrast.","Supported by EY010834",Emery,Kara,"New York University",Rudd,Michael,"University of Nevada Reno",Webster,Michael,"University of Nevada Reno",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,28,61,"Contributed Poster","Quantifying Visual Snow Symptoms with a Matching Task",Montoya,Samantha,"University of Minnesota, Graduate Program in Neuroscience","The primary symptom of Visual Snow Syndrome (VSS) is a veil of dots/static flickering across the entire visual field. VSS is a serious but poorly understood disorder (prevalence 1.4-3.3%). Symptoms of VSS can interfere with daily tasks like driving and reading. However, few studies have examined VSS, and quantitative measurements of symptoms are lacking. We developed a matching task in which participants with VSS adjusted parameters of simulated visual snow on a computer screen; participants modified the contrast, density, speed, and size of an array of dots to match their visual snow. Simulated snow was generated by random independent draws from a binary distribution controlled by the contrast parameter. Snow density was adjusted by setting a proportion of pixels equal to the background luminance. The speed setting determined the lifetime of each snow element, after which it was replaced. Dot size was adjusted by moving closer or further from the display and recording the viewing distance, as perceived snow elements were generally smaller than one pixel viewed from 0.5 m. Individuals with VSS said the simulated snow closely resembled their perceived snow, and parameter settings were consistent across trials. Simulated snow contrast settings were relatively low and dot size was relatively small. This task provides a quantitative assessment of visual snow percepts, which may facilitate assessment of treatments/therapies and testing of hypotheses about underlying mechanisms.","This work was supported by funding from the National Institutes of Health and the National Science Foundation (T32 EY025187, DGE-1734815, R25 NS117356)",Lee,Michael,"University of Minnesota, Department of Ophthalmology and Visual Neurosciences",Mulder,Carter,"University of Minnesota, Department of Psychiatry and Behavioral Sciences",Engel,Stephen,"University of Minnesota, Department of Psychology",Schallmo,Michael-Paul,"University of Minnesota, Department of Psychiatry and Behavioral Sciences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,29,62,"Contributed Poster","Optogenetic Stimulation and Calcium Imaging of Single Ganglion Cells in the Living Macaque Fovea",Murphy,Peter,"University of Rochester, Center for Visual Science, Institute of Optics","The perceptual roles of most retinal ganglion cell (RGC) classes are controversial in part because we lack a paradigm for measuring the perceptual consequences of activating cells of only one class in the living primate eye. Recent success in classifying single RGCs with in vivo calcium imaging and in vivo optogenetic activation of RGCs en masse now bring such a paradigm within reach. As a first step, we demonstrate the optogenetic stimulation of single foveal RGCs in the living macaque.
RGCs in an anesthetized female macaque were stimulated and imaged using adaptive optics scanning light ophthalmoscopy. Co-expression of ChrimsonR and GCaMP6s was achieved via intravitreal injection of a viral vector. On each trial, a targeted soma was exposed to four, 12.5 µm diameter flashes of 0.8 second duration. Targets were limited to those RGCs with at least a 20 µm separation from their nearest neighbors. The GCaMP responses to the flash of both targeted and nearby cells were imaged and the ΔF/F for each soma’s response was averaged over the flashes. The ΔF/F values were used to calculate z-scores for each cell’s response. Five cells were found to have responded significantly (z-score > 3.5) with no significant response from their neighbors.
We can directly activate single RGCs in the living eye and measure the resulting calcium signal, the first step toward a method to measure the sensations produced by individual RGCs in the awake behaving monkey. 

","R01 EY021166, P30 EY001319, Research to Prevent Blindness",McGregor,Juliette,"University of Rochester, Flaum Eye Institute, Center for Visual Science",Xu,Zhengyang,"University of Rochester, Institute of Optics, Center for Visual Science",Merigan,William,"University of Rochester, Flaum Eye Institute, Center for Visual Science",Williams,David,"University of Rochester, Flaum Eye Institute, Institute of Optics,Center for Visual Science",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,31,63,"Contributed Poster","Extended Reality-based Minifying Lens Effects Decreases Dynamic Visual Acuity ",Paladugu,Phani,"Brigham and Women's Hospital, Harvard Medical School, Boston, MA and Sidney Kimmel Medical College, Thomas Jefferson University, Philadelphia, Pennsylvania, United States","
Dynamic visual acuity (DVA) refers to the ability to visualize objects in motion.  Gravitational (G)-transitions can occur during spaceflight inducing rapid sensorimotor adaptation, impaired DVA, and gaze control as observed in astronauts upon their return to Earth {1}. Previous research has used 0.5x lenses to simulate the decreased DVA experienced by a returning astronaut {2}. Minifying lenses cause visual inputs to move less than normal, which creates visual-vestibular conflict and can impair DVA. Our study reports the novel development and use of head-mounted, extended reality to simulate decreased DVA from G-transitions. We developed and tested this minifying lens effect with 5 healthy subjects (best correctable visual acuity of 20/20). The level of minimization was decreased in a stepwise manner from: normal, 30% smaller, 50% smaller, 70% smaller, 80% smaller. Measured DVAs were 0.485; 0.525; 0.695; 0.655; 0.855 LogMAR respectively, showing a decreased DVA as the level of minimization increased. There are currently no DVA assessment techniques in microgravity, which is why DVA and vestibular adaptations in space are poorly understood. Our group aims to address this crucial knowledge gap by developing a head-mounted visual assessment system that can measure DVA and highlight the potential of using extended reality-based minifying lenses to study vestibular dysfunction in both space and terrestrial settings {3}.","NASA Grant [80NSSC20K183]: A Non-intrusive Ocular Monitoring Framework to Model Ocular Structure and Functional Changes due to Long-term Spaceflight.",Waisberg,Ethan,"University College Dublin School of Medicine, Belfield, Dublin, Ireland",Ong,Joshua,"Michigan Medicine, University of Michigan, Ann Arbor, Michigan, United States",Zaman,Nasif,"Human-Machine Perception Laboratory, Department of Computer Science and Engineering, University of Nevada, Reno, Reno, Nevada, United States",Kamran,"Sharif Amit","Human-Machine Perception Laboratory, Department of Computer Science and Engineering, University of Nevada, Reno, Reno, Nevada, United States",Lee,"Andrew G.","Department of Ophthalmology, Blanton Eye Institute, Houston Methodist Hospital, Houston, Texas, United States + Center for Space Medicine, Baylor College of Medicine, Houston, Texas, United States + The Houston Methodist Research Institute, Houston Methodist Hospital, Houston, Texas, United States + Departments of Ophthalmology, Neurology, and Neurosurgery, Weill Cornell Medicine, New York, New York, United States + Department of Ophthalmology, University of Texas Medical Branch, Galveston, Texas, United States + University of Texas MD Anderson Cancer Center, Houston, Texas, United States + Texas A&M College of Medicine, Texas, United States + Department of Ophthalmology, The University of Iowa Hospitals and Clinics, Iowa City, Iowa, United States",Tavakkoli,Alireza,"Human-Machine Perception Laboratory, Department of Computer Science and Engineering, University of Nevada, Reno, Reno, Nevada, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,33,64,"Contributed Poster","Towards Understanding Retinal Processing of Single-Cone Scale Stimulation",Pirog,JT,"Herbert Wertheim School of Optometry & Vision Science, University of California, Berkeley, Berkeley, CA USA.","The magnocellular (M) visual pathway can be distinguished from its finer-grained parvocellular (P) counterpart by its stronger response gain to contrasts near human detection threshold. This distinction is found when stimulus size is matched to the relatively large receptive field size of M cells, but it is less clear if preserved at smaller spatial scales. We examined foveal detection thresholds in tandem with a masking paradigm known to desensitize the M pathway. We used a custom DLP display in Maxwellian view to present either 3 or 23 arcmin spots for 100 ms against a uniform gray disk (1° VA) surrounded by a 0.5 cpd, 100% contrast, square wave grating flickered at 7 frequencies ranging from 0 to 30 Hz. Detection data were fit with psychometric functions to estimate threshold and thresholds were normalized to the static (0 Hz) condition. Relative sensitivity was fit with a modified impulse response function and compared to a constant model with ANOVA. With masking we found a significant reduction in sensitivity for large (23arcmin) increments (mean=0.39 log units; n=4; p<0.01) and decrements (0.31 log units; n=4; p=0.02)at 8.3Hz. By contrast, no significant masking effect was observed for small spot increments or decrements (p>0.05). These data suggest that the M pathway is not the primary determinant of small spot thresholds under the conditions studied. Further investigation with adaptive optics may be necessary to fully elaborate single-cone processing in the fovea.","Air Force Office of Scientific Research (FA9550-20-1-0195 and FA9550-21-1-0230), National Institutes of Health (R01EY023591), Alcon Research Institute, Hellman Fellows Fund",Tuten,"William S.","Herbert Wertheim School of Optometry & Vision Science, University of California, Berkeley, Berkeley, CA USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,65,"Contributed Poster","Deep retinal laser lesions recruit resident microglia without involvement of labeled neutrophils",Power,Derek,"University of Rochester, Center for Visual Science","Adaptive Optics Scanning Light Ophthalmoscopy (AOSLO) has revealed the in-vivo behaviors of single immune cells (Joseph et al., 2020). Here, we study the cellular immune response to a laser lesion targeting the outer retina.
Using fluorescence AOSLO, we tracked microglia (Cx3CR1, GFP transgenic mice) and neutrophils (LY-6G-647 nm antibody). 1 hour, 24 hour and 72 hour time points were tracked in 5 mice. Lesions were induced by focusing light onto the photoreceptors for 3 minutes (488 nm, 1.12 mW, 24x1 µm). In response to light exposure, OCT images revealed focal brightening in the outer nuclear layer (ONL) through RPE within 30 minutes. Inner layers had no evidence of structural change.  Motion contrast AOSLO showed capillary perfusion was maintained post-insult. Histology revealed loss of photoreceptor nuclei at lesion sites within 7 days post-lesion (n=1 mouse, 2 lesions). AOSLO showed Cx3CR1+ cells swarming the ONL as early as 24 hours with waning aggregation through 72 hours post-lesion. Despite microglia swarming, we did not find evidence for neutrophil arrival (n=2 mice, 2 lesions) up to 72 hours post-insult. This study shows resident immune cells aggregate into deeper layers with few labeled neutrophils suggesting the importance and lasting duration of resident microglia for efferocytosis in response to damage. 
","NIH Grant R01 EY028293, P30 EY001319, Career Development Award, Career Advancement Award (Schallek) and Unrestricted Grant to the University of Rochester Department of Ophthalmology from Research to Prevent Blindness, New York, New York , and a research collaboration grant from Genentech Inc.",Schallek,Jesse,"University of Rochester, Center for Visual Science, Flaum Eye Institute",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,35,66,"Contributed Poster","Fixational Eye Motion Measured with Tracking Scanning Laser Ophthalmoscopy in ABI/TBI and Control Subjects",Putnam,"Nicole M.","Arizona College of Optometry, Midwestern University","This study compared fixational eye motion (FEM) in acquired/traumatic brain injury (ABI/TBI) subjects presenting with clinical symptoms (reading text, losing place while reading, words moving around the page, decreased reading comprehension) to control subjects as measured with Tracking Scanning Laser Ophthalmoscopy (TSLO). Six ABI/TBI subjects (4M, 2F) aged 29-62 and six control subjects (4M, 2F) aged 23-42 participated in the study. A 5°x5° square 840nm TSLO imaging raster was used to guide fixation in 3 conditions: upper right corner (UR), freely in the center (CF), and a dot in the center (DOT). At least three 10sec videos were collected for all subjects in both eyes for each condition. Offline, custom MATLAB software was used to stabilize the videos, extract eye motion at 480Hz, and extract FEM characteristics. Significant differences were seen between the ABI/TBI and control subjects with t-test analysis in all fixation conditions. Different Microsaccade and drift parameters of FEM were found to be significantly different for the different conditions with the number of Microsaccade reaching significance only for UR (p<0.001) and Microsaccade amplitude and peak velocity only for CF (p<0.01). These results demonstrate FEM measurements with TSLO in ABI/TBI subjects are different from control and are highly variable between fixation tasks. This warrants further exploration to determine the mechanisms behind oculomotor deficiency and to guide future clinical treatments.","This work was supported by a College of Optometrists in Vision Development (COVD) Research Grant awarded to Dr. Esposito.",Jomoc,Caitlin,"Arizona College of Optometry, Midwestern University",Adams,Makayla,"Arizona College of Optometry, Midwestern University",Charbonneau,Brandon,"Arizona College of Optometry, Midwestern University",Davis,Thaddeus,"Arizona College of Optometry, Midwestern University","dela Victoria",Angelique,"Arizona College of Optometry, Midwestern University",Engel,Katheryn,"Arizona College of Optometry, Midwestern University",Kemp,Albert,"Arizona College of Optometry, Midwestern University",Ogoke,"Chizoba H.","Arizona College of Optometry, Midwestern University",Esposito,Christina,"Arizona College of Optometry, Midwestern University",,,,,,,,,,,,,,,,,,,,,
4,10,37,67,"Contributed Poster","Event-related Changes in Pupil Size in a Simulated Air Refueling Task",Seemiller,Eric,"711th Human Performance Wing, United States Air Force","There are many factors that influence the behavior of the pupil, but it is functionally an instrument of the visual system; its fundamental role is to balance light and image quality. Though it is common to use pupil size as a measure of other operator-state parameters such as cognitive workload or stress, its role in the visual system can complicate this. It may be more useful to assess dynamic, rapid changes in pupil size in response to workload or stress related events. Here, we measured pupil size velocity in 14 participants who were engaged in an aerial refueling simulation on a 3D display. Refueling collisions (when the fuel nozzle hits the receiver aircraft outside of the refueling receptacle) were recorded, and the pupil velocity at all time-points 10 seconds prior and 10 seconds post-collision were averaged to calculate the event-related change in pupil velocity. On average, there was a -0.49 mm/sec spike in pupil velocity that began 0.39 seconds after the collision and lasted 1.62 seconds before returning to stasis. This suggests that the collision caused a rapid pupil constriction, indicating a stress related change. Approximately 2 seconds post-collision, the pupil began to drift back toward its static state, showing a quick return to its role in promoting good image quality. These data represent a novel way of considering the pupil in the context of its many influences and suggests that rapid spikes in pupil size may indicate an increase in operator stress.","FA2396-22-F-0137 and FA8075-16-D-0010",O'Keefe,Eleanor,"KBR, inc.",Winterbottom,Marc,"711th Human Performance Wing, United States Air Force",Hadley,Steven,"711th Human Performance Wing, United States Air Force",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,38,68,"Contributed Poster","After up to a year of hyperglycemia Ins2Akita mice show minimal capillary change",Shang,Fei,"University of Rochester, Center for Visual Science","Diabetic retinopathy (DR) is a leading cause of blindness and is detected clinically via retinal vascular changes. Here we measure the impact of hyperglycemia in a mouse model to evaluate changes in retinal capillary density, path length and pericyte coverage.
We crossbred mice with fluorescent pericytes (NG2DSRed) with hyperglycemic mice (Ins2Akita) to produce offspring with labeled pericytes and sustained hyperglycemia. Retinas from male mice (7 to 53 weeks) were fixed, flat mounted, then imaged with confocal microscopy (Nikon eclipse Ti2e). Pericytes and vessel path length were manually measured with ImageJ. Custom MATLAB code rendered path length as a function of depth. Two-tailed t-tests were used for statistics.
Regardless of hyperglycemic duration, Akita+ mice (n=7) had a pericyte density of 307.03 ± 69.09 cells/mm2 which was less than, but not statistically different from Akita- mice (n=5; 348.51 ± 29.78 cells/mm2; p=0.12). We did not find a difference in total path length in any of the trilaminar layers: superficial (p=0.08), intermediate (p=0.95) or deep (p=0.52).
Akita+ mice had increased blood glucose, decreased body weight, and polyuria. Despite a systemic phenotype, we saw no reduction in pericytes or vessel path length, even after ~1 year of hyperglycemic insult. These findings indicate that Ins2Akita vascular changes may be more subtle than previously reported and neural/behavioral deficits may not correlate with microvascular path length or pericyte density.","NIH Grant R01 EY028293, P30 EY001319, Career Development Award, Career Advancement Award (Schallek) and Unrestricted Grant to the University of Rochester Department of Ophthalmology from Research to Prevent Blindness, New York, New York , and a research collaboration grant from Genentech Inc.",Schallek,Jesse,"University of Rochester, Center for Visual Science, Flaum Eye Institute",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,39,69,"Contributed Poster","Perceptual scaling and natural image statistics",Shareef,Idris,"Department of Psychology, University of Nevada, Reno, Reno NV 89557","Visual coding is thought to be matched to many of the properties of the natural visual environment, such as the characteristic amplitude spectra or fractal geometry of natural scenes. This match has been probed in a wide variety of ways. Here we used the paradigm of “maximum likelihood difference scaling” (MLDS, Maloney and Knoblauch Ann Rev Vis Sci 2020) to explore the perceptual representation of the spatial structure of images. The MLDS task involves presenting pairs of images drawn from different levels along a dimension and judging which pair has greater difference. In our case the stimulus dimension corresponded to the slope of the image amplitude spectrum. Grayscale noise images were filtered to form a range of slopes from 0 to -2 in steps of 0.2. Further image arrays were generated by first binarizing the image intensities and then extracting only the edges to isolate the fractal structure (corresponding to fractal dimension range from 1 to 2 in steps of 0.1). For each array the MLDS task was used to estimate the perceived differences. Scaling for fractal dimension did not differentially favor natural fractal values. However for the amplitude spectra, the derived perceptual scales tended to be steeper for intermediate levels of the array and shallower for both strongly blurred or sharpened levels, consistent with greater perceptual salience for image differences that have more naturalistic spectra.",EY-010834,"Kuppuswamy Parthasarathy",Mohana,"Department of Psychology, University of Nevada, Reno, Reno NV 89557",Isherwood,"Zoey J","Department of Psychology, University of Nevada, Reno, Reno NV 89557",Webster,"Michael A","Department of Psychology, University of Nevada, Reno, Reno NV 89557",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,40,70,"Contributed Poster","Achromatic increments and decrements are different: the relationship between scaling and discrimination",Shi,Yangyi,"Northeastern University","A basic problem in psychophysics is to relate the internal representation of a stimulus to its physical intensity. In this study, we measured perceptual scales for achromatic contrast with Maximum Likelihood Difference Scaling (MLDS), using squares against a mid-grey background. Observers compared two stimulus pairs and chose the more different pair. All four squares were either achromatic increments (A+), or achromatic decrements (A-). The MLDS result was then compared with 2AFC achromatic pedestal discrimination, with pedestals and tests that were all combinations of A+ and A-. The main result is not novel: A+ and A- obey different rules. A Naka-Rushton saturating function describes the A+ MLDS result well, and the derivative of that function is proportional to the A+ pedestal discrimination for some (but not all) observers. A- MLDS and discrimination results are more complicated and are reminiscent of the classic findings of Whittle (1986, 1992). The sensitivity of A- is a cubic polynomial function of pedestal contrast. These findings will be compared with a similar study of S-cone contrast (reported at VSS 2022), which found a different type of asymmetry between S+ and S-. Presumably these increment/decrement asymmetries are due to underlying differences between ON and OFF neural pathways. One implication is that using stimuli that include both contrast signs, such as gratings and flicker, may obscure important asymmetries in the processing of contrast."," NSF BCS-1921771",Eskew,Rhea,"Northeastern University",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
